,precision,recall,f1-score,support
AppleiCloud,0.9813242784380306,0.9307568438003221,0.9553719008264464,621.0
AppleiTunes,0.8846153846153846,0.6571428571428571,0.7540983606557377,140.0
Dropbox,0.8364312267657993,0.975609756097561,0.9006755066299725,1845.0
FTP_DATA,0.9642857142857143,0.84375,0.8999999999999999,32.0
Facebook,0.7295285359801489,0.882,0.7985513807152557,2000.0
GMail,0.927415399705738,0.9455,0.9363703887100766,2000.0
Github,0.9710564399421129,0.992603550295858,0.9817117776152158,1352.0
GoogleDrive,0.9096103896103896,0.8755,0.8922292993630573,2000.0
GoogleHangoutDuo,0.9989806320081549,1.0,0.9994900560938297,1960.0
GoogleServices,0.870625,0.7228853139595226,0.7899064360646442,1927.0
Instagram,0.9157303370786517,0.7335,0.8145474736257634,2000.0
MS_OneDrive,0.9956043956043956,0.9794594594594594,0.987465940054496,925.0
NetFlix,0.8875739644970414,0.487012987012987,0.6289308176100629,308.0
Skype,0.8619791666666666,0.8392494929006086,0.8504624871531347,1972.0
Snapchat,1.0,0.325,0.4905660377358491,40.0
SoundCloud,1.0,0.027777777777777776,0.05405405405405406,36.0
Spotify,0.9844559585492227,0.9921671018276762,0.9882964889466839,766.0
Steam,0.9754098360655737,0.9153846153846154,0.9444444444444444,130.0
TeamViewer,0.9865470852017937,0.9865470852017937,0.9865470852017937,223.0
Telegram,0.9882352941176471,0.8842105263157894,0.9333333333333333,285.0
Twitter,0.9749216300940439,0.9520408163265306,0.9633453794527621,1960.0
WhatsApp,0.8916528468767275,0.8498419388830347,0.8702454815214459,1898.0
Wikipedia,1.0,0.9558823529411765,0.9774436090225563,272.0
YouTube,0.6980454726765057,0.9086188992731049,0.7895330475975637,1926.0
eBay,0.8695652173913043,0.38461538461538464,0.5333333333333333,104.0
accuracy,0.8857869919916174,0.8857869919916174,0.8857869919916174,0.8857869919916174
macro avg,0.9241437682468419,0.8018822703686423,0.8288381647904605,26722.0
weighted avg,0.8937655324844836,0.8857869919916174,0.8844657092843842,26722.0
