src_ip,dst_ip,server_port,prot,p_count,b_count,max_size,min_size,abyte_count,sbyte_count,Unnamed: 10
17.248.184.9,192.168.121.75,443,6,0.0002086631169952,2.795036086788324e-05,0.0082191780821917,0.1097412480974125,0.0398137839850954,0.0910608495166307,AppleiCloud
192.168.128.25,17.248.137.84,443,6,5.0366959274715785e-05,2.2242779669636808e-06,0.0,0.0201293759512937,0.0092934372951257,0.019205418946428,AppleiCloud
17.248.137.84,192.168.128.25,443,6,2.878111958555188e-05,5.315884449347161e-07,0.0082191780821917,0.0007610350076103,0.0015001869105484,0.0003642100339234,AppleiCloud
192.168.121.75,17.248.137.89,443,6,0.0001942725572024,9.967283342525928e-06,0.0,0.0248858447488584,0.0125869148660784,0.0220310093189481,AppleiCloud
17.248.137.89,192.168.121.75,443,6,0.0001942725572024,2.205625740825621e-05,0.0082191780821917,0.0550989345509893,0.033013566993163,0.0605038797037949,AppleiCloud
192.168.125.40,17.248.137.203,443,6,0.0001439055979277,7.941185278279138e-06,0.0082191780821917,0.0487442922374429,0.0136886802837513,0.0314863916507155,AppleiCloud
17.248.137.203,192.168.125.40,443,6,9.35386386530436e-05,1.6420953586294765e-05,0.0082191780821917,0.0550989345509893,0.0513955841224147,0.070260557381122,AppleiCloud
192.168.121.32,17.248.137.5,443,6,0.0002446395164771,1.6740372958909045e-05,0.0,0.0420471841704718,0.0183426214708872,0.0350267035029575,AppleiCloud
17.248.137.5,192.168.121.32,443,6,0.0002086631169952,2.456731335209256e-05,0.0082191780821917,0.1097412480974125,0.034478560445376,0.0760830165332213,AppleiCloud
192.168.128.199,17.248.137.80,443,6,7.19527989638797e-05,7.544825472845357e-06,0.0082191780821917,0.0507229832572298,0.0284393721792479,0.0478878235362723,AppleiCloud
17.248.137.80,192.168.128.199,443,6,5.756223917110376e-05,5.367178071226827e-06,0.0082191780821917,0.0657153729071537,0.0242922422909075,0.0608660267041259,AppleiCloud
192.168.121.31,17.248.137.88,443,6,0.000187077277306,1.2884025204865095e-05,0.0,0.03824200913242,0.0183274468376097,0.0329051612871549,AppleiCloud
17.248.137.88,192.168.121.31,443,6,0.0001367103180313,8.666290569396228e-06,0.0082191780821917,0.0365296803652968,0.0163090172591614,0.0336836652425543,AppleiCloud
192.168.127.11,17.248.184.81,443,6,0.0002086631169952,2.260416655106173e-05,0.0,0.0555555555555555,0.0313825864743417,0.049561264318739,AppleiCloud
17.248.184.81,192.168.127.11,443,6,0.0001798819974096,1.5483679222857236e-05,0.0,0.0782343987823439,0.0239325632463355,0.0551769980945962,AppleiCloud
192.168.128.25,17.248.184.17,443,6,0.0001511008778241,1.1142373589223724e-05,0.0,0.043455098934551,0.0197501211201548,0.0366284250015954,AppleiCloud
17.248.184.17,192.168.128.25,443,6,0.0001151244783422,3.793396490827997e-06,0.0082191780821917,0.0209284627092846,0.0064043446398199,0.0145906908402915,AppleiCloud
192.168.125.70,17.248.184.84,443,6,0.0001367103180313,1.1911777917418706e-05,0.0,0.0555555555555555,0.0239864443896154,0.0438907605355463,AppleiCloud
